  -2.4651515554051124E-004  -9.7176887535122469E-006  -1.3780810972849930E-004
  -1.2735852550303998E-004  -3.5117076427805842E-004  -3.0751910353987266E-004
  -1.1752448081313684E-004  -5.4337423467274950E-005  -3.9580258281579964E-004
   0.0000000000000000        0.0000000000000000        0.0000000000000000     
   0.0000000000000000        0.0000000000000000        0.0000000000000000     
   0.0000000000000000        0.0000000000000000        0.0000000000000000     
  -4.8811698259451676E-002   3.2187189083994504E-002   1.8882545551255462E-002
   1.2530095389410896E-002   1.2542917526252022E-002   3.4550646583851034E-002
  -5.0119436592195362E-003   1.7202162496498332E-002   2.3569491167936916E-002
   2.0281111069156659E-007   1.3130220607828938E-007  -9.5819035293588859E-008
  -2.7498753586701739E-008  -3.7985732449645342E-007   4.9196985950781864E-007
  -6.3506410695780420E-007  -4.9539071975704343E-008  -9.4567465612127603E-007
  -9.4088086396920623E-007   5.2095119866194478E-007   2.6233295530995415E-007
  -3.4454554430674650E-006  -2.4493485332546911E-007   3.8315166714188609E-006
   9.3569633720019417E-007   6.7085995409111481E-007  -6.6476005675820452E-007
  -2.6781345594593684E-008   2.9367096654397179E-008   5.7342897423032430E-008
  -1.1350838373786938E-007  -1.0690266855846167E-007  -5.0543922802196827E-008
  -1.5598206501730271E-007   2.5170970992524524E-007  -4.6201423781644046E-008
   0.0000000000000000        0.0000000000000000        0.0000000000000000     
   0.0000000000000000        0.0000000000000000        0.0000000000000000     
   0.0000000000000000        0.0000000000000000        0.0000000000000000     
   5.0480099668129366E-008   2.5516012904571851E-008   8.9920300569872150E-008
  -5.9873753915532309E-009   4.7957050609231505E-008  -3.4278694350295363E-009
  -7.2907912878967669E-008   1.5715671650713445E-008   4.4852206785448388E-008
   5.5138295195671902E-005   3.8063681336739142E-006   5.9625967923262861E-005
  -5.7955931246349622E-006   1.0201106551794703E-005  -4.1226401890671629E-005
   2.3362540703785041E-005  -3.7206194566996645E-005   6.1844678383694447E-005
   5.4781294558665259E-008   7.3684789767049998E-008   5.3412243456869452E-008
   5.8823632342383085E-008   4.3011702129098984E-008   2.0242685295004165E-008
  -4.1852188367567211E-009   3.9688460920540371E-008   3.7988728444713754E-008
   1.0406399499295781E-004  -7.7872028506628132E-005  -7.7901677705224226E-005
   4.8208333595767982E-006   3.2257021594897399E-005   3.5443024808301212E-005
  -1.4706953011673452E-004   6.4731951314924175E-005  -6.1334520040434021E-005
  -2.1610203629057621E-005  -1.9532671416367127E-005   4.7278140967272594E-005
  -2.1785340405609800E-005   2.3374890563685191E-005  -9.1771623072399815E-007
   2.4944888909942565E-005   2.2503932120566887E-005  -2.6351630101601743E-005
  -9.9623266464185636E-007   4.0760234554729113E-007  -1.7783409089901963E-006
   9.4107324996215767E-007  -4.1684904885032983E-007   1.8783365202202328E-006
  -7.6400586265684080E-007   3.2976810906731206E-007  -1.4846143771788337E-006
   0.0000000000000000        0.0000000000000000        0.0000000000000000     
   0.0000000000000000        0.0000000000000000        0.0000000000000000     
   0.0000000000000000        0.0000000000000000        0.0000000000000000     
