           1   8.1535214766120507     
           2   8.1535547511558466     
           3   8.1513777159699803     
           4   8.1617989343918680     
           5   8.1589030168849295     
           6   8.1531319169916205     
           7   8.1594913874952422     
           8   8.1481256849016095     
           9   8.1607619237089839     
          10   8.1499078253904145     
          11   8.1400020231338885     
          12   8.1702250901481648     
          13   8.1522659567635092     
          14   8.1559471130456505     
          15   8.1485116352497098     
          16   8.1592765337136370     
          17   8.1727533493861610     
          18   8.1515274565277114     
          19   8.1522710817387178     
          20   8.1617877286339535     
          21   8.1632751687468872     
          22   8.1482814175329850     
          23   8.1588128084522769     
          24   8.1516604838411890     
          25   8.1546263820230624     
          26   8.1615498169377361     
          27   8.1594895399702327     
          28   8.1482569852328570     
          29   8.1584841001149098     
          30   8.1597931818241705     
          31   8.1512755608416114     
          32   8.1552698808246955     
          33   8.1493348222563586     
          34   8.1699538505051432     
          35   8.1732367183252759     
          36   8.1546100768066108     
          37   8.1484585061349240     
          38   8.1513456009633760     
          39   8.1634672710551968     
          40   8.1562750751021635     
          41   8.1514111211872287     
          42   8.1692381598013153     
          43   8.1493498562878894     
          44   8.1517177311453679     
          45   8.1470002308532230     
          46   8.1601935176012912     
          47   8.1562607978583141     
          48   8.1712430809748380     
          49   8.1551746552684481     
          50   8.1554411530278994     
          51   8.1708698688971335     
          52   8.1592435583107399     
          53   8.1723785402234999     
          54   8.1489383361439423     
          55   8.1615017758764452     
          56   8.1519016485092184     
          57   8.1623860738226313     
          58   8.1617350974612464     
          59   8.1510981543804437     
          60   8.1420320985250410
