           1   4.0475336192619699E-002   6.9545351077920361E-003   2.4127098717685914E-002
           2   4.3221170113084476E-002  -1.0783128916244295E-002   1.0939666304548767E-002
           3  -2.6894326711739431E-002  -1.0156907841910343E-002  -2.2950189384131499E-003
           4   5.5307301530283272E-003   1.4597410405952610E-002  -1.6891901680516398E-002
           5  -4.4847005264918957E-002  -1.4848841573831678E-002   2.2273026139104486E-002
           6  -2.4538037121780473E-002  -3.2711652732077171E-002  -6.3127476746201970E-003
           7   1.8760564789941144E-002  -6.7268784054392728E-003  -2.2448744304290610E-002
           8   2.0395083361866052E-002   9.2189029084301739E-004   1.7614033228639022E-002
           9  -3.6977350132843943E-002  -1.1724690365219176E-002   5.8048353940104588E-002
          10  -7.1509614398357606E-003  -3.0773999713552807E-002  -4.6404951886225003E-002
          11   1.9488613452724866E-002   5.0784499949344662E-002  -4.9575734804746675E-002
          12  -5.0457059642411168E-003   3.5594770326687612E-002  -3.5182022192609123E-002
          13   4.6650217184066520E-002  -2.2996510862796429E-002  -2.7042653116768095E-002
          14   2.0203126353126118E-003  -5.3550932864448167E-003   1.2600008788326109E-002
          15   5.5659777708307268E-002   2.3103570886554344E-002   6.3733384672630209E-003
          16   2.5600385958837544E-002  -9.2126163598330851E-003   2.3354685828046895E-002
          17   2.8682442808804342E-002   5.7717190274130820E-003   6.1516705306777089E-003
          18  -6.8002815581510610E-003   9.3185727959732931E-003   7.0015560995539345E-003
          19   3.2591169829208462E-002  -3.2988498745673403E-002   5.5357005621454493E-003
          20   3.5139896450287152E-002   5.1578207147389430E-003  -1.7691297891753270E-002
          21  -1.7598077924846710E-002  -1.7452251594212900E-002   1.7719349826687440E-002
          22   8.1315414950478802E-003  -1.5912926764086854E-002   1.6924092608245168E-002
          23   2.1495808939343608E-002   2.5036680376807813E-002  -9.8106808692017822E-003
          24   8.7757331946004460E-003   1.8275806979044514E-002   1.7438390425008592E-002
          25  -5.1082851227309432E-003   2.1370562413150423E-002   4.0489320442079020E-003
          26  -8.1824212465118670E-003  -1.0880194847115537E-002   4.0092974928317192E-003
          27   4.1557927625118535E-002  -1.5037948794245866E-002   2.3238969479119079E-002
          28  -1.7065832283143876E-002  -5.0531881571073819E-003   5.6761232859127994E-003
          29   1.8966930472335840E-002  -9.6295685256925483E-003   3.9281567108599244E-002
          30  -3.0919269896732784E-002  -1.0494640402974854E-002  -3.7214195856844504E-002
          31  -5.3852682884292366E-003  -2.8898066067118843E-003  -4.0783155909331651E-003
          32   5.0880723002218154E-004   9.6894951351769916E-004   1.7731634688911192E-002
          33  -3.9473726672496719E-002  -1.8027601374443144E-002  -1.8494907172465564E-002
          34  -1.4347599185311082E-002  -7.3915467554052754E-003   9.7029661421248383E-003
          35  -3.2067832578092245E-002  -7.4297271625301045E-003   1.1613817050963194E-002
          36  -1.2726372358744560E-002  -2.0097944046997680E-002  -2.3881952614244289E-002
          37  -3.6942017818097084E-003   5.9784394928236399E-003  -7.1848081841502818E-003
          38  -4.6988775536125099E-002   2.9286373675313455E-002   3.7199502006704847E-002
          39   1.4459659109949978E-002   3.7861001150250170E-003  -1.0349054328589480E-002
          40   4.8740571576252184E-004  -3.6199386339471891E-004  -6.1772834467081446E-004
          41   5.3911853320639379E-002  -8.5911465806938151E-003  -1.7481167868018282E-003
          42   5.9312312834501882E-003   2.7123510126867194E-002   9.1485741233061878E-003
          43   3.0376333791688439E-002  -2.8259388193072738E-002   1.3291707886653870E-002
          44  -4.3809622073791979E-002  -1.0311025780550121E-002   3.3087451568292577E-002
          45   1.8796000779323176E-002  -5.3661679113933330E-003  -4.8282281368786262E-002
          46  -2.6052181358820793E-003   1.0726353750623155E-002   1.0933379181284071E-002
          47  -2.4149294167704668E-002  -2.5108220951370580E-002  -4.9340098033370056E-002
          48   3.2195555395467590E-002   5.9748669935773286E-003   2.0708616632762529E-002
          49  -4.0393877634164910E-002   2.6339294238250004E-003  -3.4612837137427306E-002
          50   6.2398757580598334E-003  -1.9627974684729398E-002  -4.3515962191023771E-002
          51  -2.9943112147016875E-002   1.5860672106716350E-002   7.6620184863108983E-003
          52  -5.1049342617881785E-002   3.6412669285876907E-002   2.6006429316886320E-002
          53  -1.6194803212743669E-003  -4.1294686670318249E-002  -2.4692725566314251E-002
          54   1.7014356079555388E-002   2.9069607710385192E-002  -1.0524602059186389E-002
          55   1.4548365041240482E-002   8.0145055670576275E-004  -5.0695254424104590E-003
          56  -2.4360962391498878E-002  -3.8508375318477245E-003  -2.1568699835321496E-002
          57   2.1411857523741272E-002   9.8629422958308767E-003  -2.8757881638486551E-002
          58   1.3797261777161198E-003   7.7408876125894576E-003  -1.0757574242281825E-002
          59  -1.9575086249847939E-002  -2.0096558465115908E-002  -3.9391654616682682E-002
          60  -4.9254461964513802E-002  -2.0290298076444901E-002  -4.0488394134150264E-003
          61  -8.9704813740285501E-003   1.5909277345026600E-002   1.1321149895932267E-002
          62   5.2659646667880767E-003  -1.2609775966822324E-002  -2.9151796449211648E-002
          63  -2.0660013105488627E-003   9.1088027522406561E-003  -8.4054935950632296E-003
          64  -1.0910285453074594E-002  -2.2360480584528507E-002   1.0205646241685139E-002
          65  -4.4446080043557781E-005   1.2925908469991379E-002   1.4614121369749648E-002
          66   2.8038500362263692E-003   1.4861807506823541E-002   7.2615542854359075E-002
          67  -2.0690551328125421E-002   3.4458091848892009E-003   1.1852927387424881E-002
          68   4.7483354978125385E-002   7.7038731918657277E-004  -4.1254736579691351E-002
          69   3.5267799037577408E-003   1.9467956954969317E-002   4.4527032967692629E-002
          70   8.0776717304666193E-003   2.1201491196569968E-002   3.8205559943484999E-002
          71  -2.3070025071942377E-002   3.2495273172320260E-002   7.4528669334280925E-003
          72   4.4804193412374377E-002  -1.5895817773115984E-002  -4.1943172892189226E-002
          73  -3.8977283745637990E-002  -1.6265619563228799E-002  -3.7891757239677928E-002
          74  -3.2749577424392419E-002   2.9316335467288526E-002   3.7656614405422215E-002
          75   2.6563932191025055E-002   1.0942630517689888E-004   1.7154290771520225E-002
          76  -4.5368299569214987E-003  -1.3084690379510813E-002  -6.3310551150819227E-003
          77  -3.2682986339929838E-002   1.4307735857989695E-002  -6.0085889502844167E-003
          78   1.3678214348168134E-002   1.0434664262911576E-002  -1.6135414376197400E-002
          79  -2.7898963523504950E-002  -9.8991726932811611E-003   2.1728224387192203E-002
          80  -3.0303219320048942E-002   3.9271987224365451E-002  -3.1617809773062472E-002
          81  -2.1968662443679417E-003   1.8886457413014361E-002  -1.5939727490291628E-003
          82   1.1226461104717723E-003   2.9915379407657035E-002  -8.5055841872178975E-003
          83  -1.7396679161026003E-002  -8.8786874831387544E-003  -1.5667457109061398E-002
          84  -4.1415359865842258E-002  -1.7947983691186688E-002  -2.9971223122277468E-002
          85   2.0307643066140059E-003   1.1182064855813040E-002   1.5737377517223206E-003
          86  -4.4508276488311023E-002  -9.9872104013749192E-003  -9.7700136057460949E-003
          87  -1.1332128658023445E-002   1.2590349783627755E-002  -8.7548691540967945E-003
          88   1.3205694823771231E-002   5.7055868836228013E-002   1.4191541821599556E-002
          89  -1.9220358070630508E-002  -2.0647420089236874E-002   4.9497766250943008E-002
          90   7.1472042435283640E-003  -7.8963413110760723E-003   5.4738077497531443E-002
          91  -2.4278248303359024E-002  -4.9631235181892682E-003  -2.8831437309870485E-002
          92  -7.6440880991058297E-003  -6.8646005244608144E-003  -5.0065966132859602E-002
          93   3.4878836211075279E-002   1.8551946003664898E-002  -2.6154850081469207E-002
