           1           1  0.25166724592013834     
           1           2   6.8062014718002536E-002
           1           3  0.17222640432793671     
           2           1   1.7083657990538608E-002
           2           2   7.8399615716802554E-002
           2           3  -4.6516953583509643E-002
           3           1  -9.5723565228411994E-002
           3           2 -0.20740470977263925     
           3           3 -0.22301968489195856     
           4           1 -0.12881762756372073     
           4           2  -3.4610803019939095E-002
           4           3 -0.18010043720081226     
           5           1  -8.7658984094488621E-002
           5           2   4.4446641925282908E-002
           5           3   7.5636969943367632E-002
           6           1   8.3429913223629928E-002
           6           2  -4.6218667952029745E-002
           6           3   4.3020644132289197E-002
           7           1  -2.6180248658138665E-002
           7           2   8.2824600845597979E-002
           7           3 -0.17925274261472432     
           8           1   1.7215132558699164E-002
           8           2 -0.11691296390685969     
           8           3   4.0315825433376314E-002
           9           1 -0.12992198645507053     
           9           2  0.14688282946170214     
           9           3   1.1813220441424068E-002
