     0.727156    15.796449
     0.758808    15.798556
     0.790447    15.832709
     0.822075    15.904394
     0.853690    15.976078
     0.885292    16.080777
     0.916881    16.227429
     0.948455    16.374082
     0.980016    16.627218
     1.011561    17.113344
     1.043091    17.599470
     1.074606    18.119715
     1.106104    18.706812
     1.137585    19.293908
     1.169049    19.964006
     1.200495    20.691418
     1.231923    21.418831
     1.263332    22.556704
     1.294722    23.829559
     1.326093    25.490404
     1.357443    27.134952
     1.388773    28.856672
     1.420081    31.660912
     1.451368    34.181955
     1.482633    38.190240
     1.513876    41.637990
     1.545095    46.028266
     1.576291    50.528643
     1.607463    55.975738
     1.638611    61.541778
     1.669734    67.519206
     1.700831    70.037233
     1.731903    70.726631
     1.762948    69.097058
     1.793967    62.596987
     1.824958    55.673322
     1.855922    44.670410
     1.886857    35.838837
     1.917764    30.285760
     1.948641    24.527127
     1.979490    19.945907
     2.010308    16.752455
     2.041095    14.268685
     2.071852    12.075810
     2.102577    10.683886
     2.133270     9.504378
     2.163931     8.550508
     2.194558     7.728979
     2.225153     7.093113
     2.255714     6.602591
     2.286240     6.334058
     2.316732     6.065524
     2.347189     5.881175
     2.377610     5.782759
     2.407995     5.684342
     2.438343     5.596209
     2.468655     5.558646
     2.498928     5.521084
     2.529164     5.483521
     2.559362     5.605582
     2.589521     5.761405
     2.619640     5.917227
     2.649719     6.165842
     2.679759     6.417326
     2.709757     6.668810
     2.739715     7.484095
     2.769631     8.383401
     2.799505     9.386601
     2.829336    10.845601
     2.859124    12.445971
     2.888869    14.252973
     2.918571    15.903120
     2.948227    17.211490
     2.977839    17.850052
     3.007406    17.749012
     3.036927    16.885371
     3.066403    15.420334
     3.095831    14.267222
     3.125213    13.206839
     3.154547    12.253349
     3.183833    11.496184
     3.213071    10.841135
     3.242260    10.431778
     3.271400    10.022421
     3.300490     9.671419
     3.329530     9.409047
     3.358519     9.146675
     3.387458     8.885845
     3.416345     8.628444
     3.445180     8.371042
     3.473963     8.184216
     3.502693     8.114139
     3.531370     8.044061
     3.559993     7.840501
     3.588563     7.557733
     3.617077     7.274965
     3.645537     7.008428
     3.673942     6.769320
     3.702291     6.530211
     3.730583     6.295703
     3.758819     6.084694
     3.786998     5.873685
     3.815119     5.661822
     3.843183     5.442393
     3.871188     5.222964
     3.899134     5.003921
     3.927021     4.837932
     3.954848     4.671942
     3.982616     4.505952
     4.010323     4.373599
     4.037969     4.244488
     4.065554     4.115378
     4.093077     4.047431
     4.120538     3.993259
     4.147936     3.939088
     4.175271     3.866540
     4.202543     3.785552
     4.229751     3.704563
     4.256895     3.650270
     4.283974     3.612205
     4.310989     3.574140
     4.337937     3.513740
     4.364820     3.433071
     4.391637     3.352402
     4.418387     3.279459
     4.445070     3.216867
     4.471685     3.154275
     4.498233     3.109367
     4.524712     3.100337
     4.551123     3.091306
     4.577464     3.084369
     4.603736     3.084369
     4.629938     3.084369
     4.656070     3.084541
     4.682131     3.085831
     4.708121     3.087121
     4.734039     3.089830
     4.759886     3.131745
     4.785660     3.173660
     4.811362     3.215574
     4.836990     3.323807
     4.862545     3.436603
     4.888027     3.549399
     4.913434     3.724717
     4.938766     3.912399
     4.964024     4.100080
     4.989206     4.373625
     5.014313     4.671430
     5.039343     4.969235
     5.064297     5.342317
     5.089174     5.753656
     5.113973     6.164996
     5.138695     6.376251
     5.163339     6.403941
     5.187905     6.431630
     5.212391     6.421829
     5.236799     6.321731
     5.261127     6.221633
     5.285375     6.089265
     5.309543     5.890160
     5.333631     5.691056
     5.357637     5.489193
     5.381562     5.278170
     5.405406     5.067148
     5.429167     4.872413
     5.452846     4.780120
     5.476442     4.687828
     5.499955     4.595143
     5.523384     4.493163
     5.546730     4.391184
     5.569991     4.289204
     5.593168     4.185823
     5.616260     4.082359
     5.639266     3.978895
     5.662187     3.883621
     5.685022     3.790385
     5.707771     3.697149
     5.730433     3.675883
     5.753008     3.678463
     5.775496     3.681043
     5.797896     3.680480
     5.820208     3.678244
     5.842431     3.676008
     5.864566     3.666240
     5.886612     3.650414
     5.908569     3.634588
     5.930435     3.598907
     5.952212     3.539543
     5.973898     3.480178
     5.995494     3.434011
     6.016999     3.411432
     6.038412     3.388853
     6.059733     3.358703
     6.080963     3.307084
     6.102100     3.255466
     6.123145     3.214384
     6.144096     3.227283
     6.164955     3.240182
     6.185720     3.247121
     6.206390     3.167744
     6.226967     3.088366
